Geneid	expr	quartile
HOTS	0	0
H19	0	0
MIR675	0	0
INS-IGF2	0	0
IGF2	0	0
MIR483	0	0
IGF2-AS	0	0
INS	0	0
TH	0	0
MIR4686	0	0
ASCL2	0	0
C11orf21	0	0
TSPAN32	6	1
CD81-AS1	8	1
CD81	16810	4
TSSC4	1694	3
TRPM5	0	0
KCNQ1	0	0
KCNQ1OT1	123	2
KCNQ1-AS1	0	0
KCNQ1DN	0	0
CDKN1C	2	1
SLC22A18AS	7	1
SLC22A18	375	2
PHLDA2	2993	4
NAP1L4	7698	4
SNORA54	0	0
CARS	2566	4
OSBPL5	1749	3
MRGPRG	0	0
MRGPRG-AS1	0	0
MRGPRE	0	0
ZNF195	356	2
TSSC2	8	1
OR7E12P	6	1
LOC101927708	0	0
TRPC2	0	0
ART5	0	0
ART1	1	1
CHRNA10	25	1
NUP98	5615	4
PGAP2	298	2
RHOG	1658	3
STIM1	972	3
MIR4687	0	0
RRM1	10628	4
LOC100506082	4	1
OR52B4	0	0
TRIM21	4678	4
OR52K2	0	0
OR52K1	0	0
OR52M1	0	0
C11orf40	0	0
OR52I2	0	0
OR52I1	0	0
TRIM68	482	2
OR51D1	0	0
OR51E1	0	0
OR51E2	26	1
OR51F1	0	0
OR52R1	0	0
OR51F2	0	0
OR51S1	0	0
OR51T1	0	0
OR51A7	0	0
OR51G2	0	0
OR51G1	0	0
OR51A4	0	0
OR51A2	0	0
MMP26	0	0
OR51L1	0	0
OR52J3	0	0
OR52E2	0	0
OR52A5	0	0
OR52A1	0	0
OR51V1	0	0
HBB	2	1
HBD	32	1
HBBP1	0	0
BGLT3	0	0
HBG1	0	0
HBG2	0	0
HBE1	0	0
OR51B4	0	0
OR51B2	0	0
OR51B5	2	1
OR51B6	0	0
OR51M1	0	0
OR51Q1	0	0
OR51I1	0	0
OR51I2	0	0
OR52D1	0	0
UBQLN3	0	0
UBQLNL	18	1
OR52H1	0	0
OR52B6	0	0
TRIM6	468	2
TRIM6-TRIM34	0	0
TRIM34	4	1
TRIM5	4375	4
TRIM22	12786	4
OR56B1	0	0
OR52N4	0	0
OR52N5	0	0
OR52N1	0	0
OR52N2	0	0
OR52E6	0	0
OR52E8	0	0
OR52E4	0	0
OR56A3	0	0
OR56A5	0	0
OR52L1	0	0
OR56A4	0	0
OR56A1	0	0
OR56B4	2	1
OR52B2	0	0
OR52W1	0	0
C11orf42	5	1
FAM160A2	550	2
CNGA4	0	0
CCKBR	0	0
PRKCDBP	5363	4
SMPD1	2869	4
APBB1	1034	3
HPX	0	0
TRIM3	574	2
ARFIP2	1885	3
TIMM10B	1038	3
DNHD1	232	2
RRP8	741	3
ILK	10962	4
TAF10	1814	3
TPP1	4465	4
DCHS1	522	2
MRPL17	5344	4
GVINP1	48	2
OR2AG2	2	1
OR2AG1	0	0
OR6A2	0	0
OR10A5	0	0
OR10A2	0	0
OR10A4	0	0
OR2D2	0	0
OR2D3	0	0
ZNF215	268	2
ZNF214	61	2
NLRP14	2	1
RBMXL2	0	0
MIR302E	0	0
SYT9	0	0
LOC100506258	0	0
OLFML1	0	0
PPFIBP2	279	2
CYB5R2	1080	3
OVCH2	0	0
OR5P2	0	0
OR5P3	0	0
OR5E1P	0	0
LOC283299	0	0
OR10A6	0	0
OR10A3	0	0
NLRP10	20	1
EIF3F	3777	4
CASC23	0	0
TUB	40	2
TUB-AS1	0	0
RIC3	0	0
LMO1	0	0
STK33	0	0
TRIM66	150	2
RPL27A	22336	4
SNORA45A	24	1
SNORA45B	23	1
ST5	1510	3
LOC102724784	4	1
AKIP1	1017	3
C11orf16	3	1
ASCL3	0	0
TMEM9B	2257	4
TMEM9B-AS1	12	1
NRIP3	461	2
SCUBE2	14	1
MIR5691	0	0
KRT8P41	0	0
DENND5A	6037	4
TMEM41B	1169	3
IPO7	13776	4
SNORA23	0	0
LOC644656	48	2
ZNF143	600	2
WEE1	2397	4
SWAP70	3390	4
LOC440028	28	1
SBF2-AS1	89	2
SBF2	1776	3
LOC101928008	1	1
ADM	5809	4
CAND1.11	0	0
AMPD3	570	2
MTRNR2L8	16	1
MIR4485	0	0
RNF141	983	3
MRVI1-AS1	0	0
LYVE1	0	0
MRVI1	106	2
CTR9	2758	4
EIF4G2	45539	4
SNORD97	4	1
LOC101928053	7	1
ZBED5	1107	3
ZBED5-AS1	65	2
GALNT18	2	1
CSNK2A3	13	1
MIR4299	0	0
MIR8070	0	0
USP47	3774	4
DKK3	34393	4
MICAL2	7314	4
MIR6124	0	0
MICALCL	24	1
PARVA	7947	4
TEAD1	8183	4
LINC00958	0	0
RASSF10	0	0
ARNTL	623	3
BTBD10	1486	3
PTH	0	0
FAR1	2853	4
SPON1	12	1
RRAS2	4987	4
COPB1	13861	4
PSMA1	5789	4
PDE3B	0	0
CYP2R1	116	2
CALCA	0	0
CALCB	0	0
INSC	28	1
LOC102724957	0	0
SOX6	48	2
MIR6073	0	0
C11orf58	7186	4
PLEKHA7	2	1
OR7E14P	0	0
RPS13	11337	4
SNORD14A	28	1
SNORD14B	19	1
PIK3C2A	2343	4
NUCB2	7082	4
NCR3LG1	531	2
KCNJ11	0	0
ABCC8	0	0
USH1C	0	0
OTOG	0	0
LOC102723330	0	0
MYOD1	0	0
KCNC1	2	1
SERGEF	316	2
TPH1	4	1
SAAL1	745	3
SAA3P	0	0
MRGPRX3	0	0
MRGPRX4	0	0
LOC494141	0	0
SAA4	0	0
SAA2-SAA4	0	0
SAA2	2	1
SAA1	0	0
HPS5	1856	3
GTF2H1	2648	4
MIR3159	0	0
LDHA	45185	4
LDHC	2	1
LDHAL6A	9	1
TSG101	2414	4
UEVLD	1118	3
SPTY2D1-AS1	3	1
SPTY2D1	1596	3
TMEM86A	4	1
IGSF22	0	0
PTPN5	0	0
MRGPRX1	0	0
MRGPRX2	0	0
ZDHHC13	1016	3
CSRP3	0	0
E2F8	410	2
NAV2	2390	4
NAV2-AS5	0	0
NAV2-AS4	0	0
MIR4486	0	0
LOC100126784	217	2
MIR4694	0	0
NAV2-AS2	0	0
DBX1	0	0
HTATIP2	1066	3
PRMT3	899	3
SLC6A5	0	0
NELL1	0	0
ANO5	0	0
SLC17A6	0	0
LINC01495	0	0
FANCF	148	2
GAS2	0	0
SVIP	10	1
CCDC179	0	0
MIR8054	0	0
LUZP2	0	0
ANO3	21	1
MUC15	0	0
SLC5A12	0	0
FIBIN	596	2
BBOX1	0	0
BBOX1-AS1	10	1
CCDC34	691	3
LGR4	1673	3
LOC105376671	0	0
LIN7C	1090	3
BDNF-AS	46	2
MIR8087	0	0
LINC00678	0	0
BDNF	3617	4
KIF18A	2332	4
MIR610	0	0
METTL15	845	3
MIR8068	0	0
KCNA4	0	0
FSHB	0	0
ARL14EP	874	3
MPPED2	0	0
DCDC5	0	0
DCDC1	0	0
DNAJC24	675	3
IMMP1L	83	2
ELP4	530	2
PAX6	23	1
DKFZp686K1684	0	0
PAUPAR	0	0
LOC100506675	0	0
RCN1	21127	4
WT1	0	0
WT1-AS	0	0
EIF3M	4147	4
CCDC73	7	1
PRRG4	48	2
QSER1	1754	3
DEPDC7	390	2
TCP11L1	1186	3
LINC00294	377	2
CSTF3	1816	3
CSTF3-AS1	2	1
HIPK3	1804	3
KIAA1549L	2679	4
C11orf91	113	2
CD59	45909	4
FBXO3	658	3
FBXO3-AS1	0	0
LMO2	42	2
CAPRIN1	14638	4
NAT10	2249	4
ABTB2	206	2
CAT	1157	3
ELF5	0	0
EHF	24	1
APIP	812	3
PDHX	1460	3
MIR1343	0	0
LOC100507144	3	1
CD44	81774	4
SLC1A2	94	2
PAMR1	9472	4
FJX1	2475	4
TRIM44	6029	4
LDLRAD3	310	2
MIR3973	0	0
COMMD9	851	3
PRR5L	638	3
TRAF6	528	2
RAG1	6	1
RAG2	0	0
C11orf74	266	2
LOC103312105	0	0
LINC01493	0	0
LRRC4C	0	0
LINC01499	0	0
LOC100507205	0	0
HNRNPKP3	0	0
API5	5186	4
TTC17	2977	4
MIR670	0	0
MIR670HG	0	0
MIR129-2	0	0
HSD17B12	1369	3
ALKBH3	621	3
SEC14L1P1	36	2
ALKBH3-AS1	5	1
C11orf96	12	1
ACCSL	0	0
ACCS	214	2
EXT2	8191	4
ALX4	0	0
CD82	790	3
TSPAN18	0	0
TP53I11	253	2
LOC221122	0	0
PRDM11	152	2
SYT13	0	0
LOC101928812	0	0
LOC399886	0	0
CHST1	0	0
MIR7154	0	0
LOC100507384	0	0
DKFZp779M0652	8	1
SLC35C1	1296	3
CRY2	324	2
MAPK8IP1	38	2
C11orf94	0	0
PEX16	655	3
GYLTL1B	0	0
PHF21A	630	3
LOC101928894	4	1
CREB3L1	6071	4
DGKZ	2910	4
MIR4688	0	0
MDK	2354	4
CHRM4	6	1
AMBRA1	1339	3
MIR3160-1	0	0
MIR3160-2	0	0
HARBI1	190	2
ATG13	2632	4
ARHGAP1	3383	4
ZNF408	446	2
F2	0	0
CKAP5	9284	4
MIR5582	0	0
SNORD67	6	1
LRP4-AS1	8	1
LRP4	106	2
C11orf49	479	2
ARFGAP2	2403	4
PACSIN3	736	3
MIR6745	1	1
DDB2	790	3
ACP2	1492	3
NR1H3	261	2
MADD	1683	3
LOC101928943	0	0
MYBPC3	0	0
SPI1	0	0
MIR4487	0	0
SLC39A13	3763	4
PSMC3	9406	4
RAPSN	0	0
CELF1	4485	4
PTPMT1	1143	3
KBTBD4	398	2
NDUFS3	1699	3
FAM180B	0	0
C1QTNF4	0	0
MTCH2	3036	4
AGBL2	23	1
FNBP4	1489	3
NUP160	2997	4
PTPRJ	1506	3
MIR3161	0	0
OR4B1	0	0
OR4X2	0	0
OR4X1	0	0
OR4S1	0	0
OR4C3	0	0
OR4A47	0	0
TRIM49B	0	0
TRIM64C	0	0
FOLH1	0	0
LOC440040	0	0
OR4C13	0	0
OR4C12	0	0
OR4C45	0	0
LOC441601	0	0
LOC646813	0	0
OR4C46	0	0
OR4A5	0	0
TRIM48	0	0
TRIM51HP	0	0
OR4A16	0	0
OR4A15	0	0
OR4C15	0	0
OR4C16	0	0
OR4C11	0	0
OR4P4	0	0
OR4S2	0	0
OR4C6	0	0
OR5D13	0	0
OR5D14	0	0
OR5L1	0	0
OR5D18	0	0
OR5L2	0	0
OR5D16	0	0
TRIM51	0	0
OR5W2	0	0
OR5I1	0	0
OR10AG1	0	0
OR7E5P	0	0
OR5F1	0	0
OR5AS1	0	0
OR8I2	0	0
OR8H2	0	0
OR8H3	0	0
OR8J3	0	0
OR8K5	0	0
OR5J2	0	0
OR5T2	0	0
OR5T3	0	0
OR5T1	0	0
OR8H1	0	0
OR8K3	0	0
OR8K1	0	0
OR8J1	0	0
OR8U8	0	0
OR8U1	0	0
OR5R1	0	0
OR5M9	0	0
OR5M3	0	0
OR5M8	0	0
OR5M11	0	0
OR5M10	0	0
OR5M1	0	0
OR5AP2	0	0
OR5AR1	0	0
OR9G9	0	0
OR9G1	0	0
OR9G4	0	0
MIR6128	0	0
LOC101927120	0	0
OR5AK2	0	0
OR5AK4P	0	0
LRRC55	0	0
APLNR	0	0
TNKS1BP1	6760	4
SSRP1	8331	4
P2RX3	0	0
PRG3	0	0
PRG2	0	0
SLC43A3	10	1
RTN4RL2	58	2
SLC43A1	153	2
TIMM10	986	3
SMTNL1	50	2
UBE2L6	8459	4
SERPING1	32	1
MIR130A	1	1
YPEL4	15	1
CLP1	653	3
ZDHHC5	6317	4
MED19	886	3
TMX2	2565	4
TMX2-CTNND1	0	0
C11orf31	2008	3
BTBD18	3	1
CTNND1	145	2
OR9Q1	0	0
OR6Q1	0	0
OR9I1	0	0
OR9Q2	0	0
OR1S2	0	0
OR1S1	0	0
OR10Q1	4	1
OR10W1	0	0
OR5B17	0	0
OR5B3	0	0
OR5B2	0	0
OR5B12	0	0
OR5B21	0	0
LPXN	6166	4
ZFP91-CNTF	0	0
ZFP91	4886	4
CNTF	0	0
GLYAT	0	0
GLYATL2	121	2
GLYATL1	8	1
LOC283194	0	0
FAM111B	2884	4
LOC101927204	296	2
FAM111A	4628	4
DTX4	26	1
MPEG1	0	0
OR5AN1	0	0
OR5A2	0	0
OR5A1	0	0
OR4D6	0	0
OR4D10	0	0
OR4D11	0	0
OR4D9	0	0
OSBP	3054	4
MIR3162	0	0
PATL1	4324	4
OR10V1	0	0
OR10V2P	0	0
STX3	1436	3
MRPL16	1184	3
GIF	0	0
TCN1	0	0
OOSP1	0	0
OOSP2	0	0
MS4A3	0	0
MS4A2	0	0
MS4A6A	0	0
MIR6503	0	0
MS4A4A	0	0
MS4A6E	0	0
MS4A7	0	0
MS4A14	0	0
MS4A5	0	0
MS4A1	0	0
MS4A12	0	0
MS4A13	0	0
LINC00301	0	0
MS4A8	0	0
MS4A18	0	0
MS4A15	0	0
MS4A10	0	0
CCDC86	2589	4
PTGDR2	4	1
ZP1	8	1
PRPF19	4522	4
TMEM109	6242	4
TMEM132A	12111	4
SLC15A3	4077	4
CD6	0	0
CD5	1	1
VPS37C	1016	3
PGA3	0	0
PGA4	0	0
PGA5	8	1
VWCE	12	1
DDB1	9430	4
TKFC	759	3
CYB561A3	1571	3
TMEM138	875	3
TMEM216	375	2
CPSF7	2596	4
SDHAF2	1180	3
PPP1R32	6	1
MIR4488	0	0
LRRC10B	0	0
SYT7	10	1
LOC101927495	0	0
RPLP0P2	34	2
DAGLA	2	1
MYRF	12	1
DKFZP434K028	0	0
TMEM258	1526	3
MIR611	0	0
FEN1	5483	4
FADS1	7287	4
MIR1908	0	0
FADS2	8070	4
FADS3	3547	4
MIR6746	0	0
RAB3IL1	348	2
BEST1	72	2
FTH1	48328	4
INCENP	3306	4
SCGB1D1	0	0
SCGB2A1	0	0
SCGB1D2	0	0
SCGB2A2	0	0
SCGB1D4	0	0
ASRGL1	0	0
SCGB1A1	0	0
AHNAK	68995	4
EEF1G	23756	4
MIR3654	13	1
MIR6747	0	0
TUT1	610	3
MTA2	4491	4
EML3	1596	3
ROM1	72	2
B3GAT3	1781	3
GANAB	23369	4
INTS5	980	3
LBHD1	45	2
C11orf98	19	1
METTL12	85	2
SNORA57	24	1
UQCC3	620	3
UBXN1	2347	4
LRRN4CL	52	2
BSCL2	19	1
HNRNPUL2-BSCL2	0	0
GNG3	6	1
HNRNPUL2	1781	3
TTC9C	923	3
ZBTB3	86	2
POLR2G	1396	3
TAF6L	670	3
TMEM179B	1073	3
MIR6748	6	1
TMEM223	413	2
NXF1	1477	3
MIR6514	0	0
STX5	1803	3
WDR74	924	3
RNU2-2P	6	1
SNHG1	2306	4
SNORD22	65	2
SNORD31	129	2
SNORD30	2	1
SNORD29	12	1
SNORD28	42	2
SNORD27	8	1
SNORD26	6	1
SNORD25	26	1
SLC3A2	7610	4
CHRM1	0	0
SLC22A6	0	0
SLC22A8	0	0
SLC22A24	0	0
SLC22A25	0	0
SLC22A10	0	0
SLC22A9	0	0
HRASLS5	0	0
LGALS12	0	0
RARRES3	74	2
HRASLS2	10	1
PLA2G16	104	2
ATL3	7262	4
RTN3	4476	4
C11orf95	1330	3
C11orf84	1459	3
MARK2	1229	3
RCOR2	6	1
NAA40	915	3
RNU6-45P	0	0
COX8A	4436	4
OTUB1	2487	4
MACROD1	342	2
FLRT1	0	0
STIP1	8130	4
FERMT3	12	1
TRPT1	386	2
NUDT22	867	3
DNAJC4	179	2
VEGFB	1433	3
FKBP2	1693	3
PPP1R14B	10421	4
PLCB3	3758	4
BAD	1167	3
GPR137	865	3
KCNK4	6	1
TEX40	0	0
ESRRA	1318	3
TRMT112	3484	4
PRDX5	4650	4
CCDC88B	51	2
MIR7155	0	0
RPS6KA4	3985	4
MIR1237	0	0
LOC100996455	0	0
SLC22A11	0	0
SLC22A12	0	0
NRXN2	1	1
RASGRP2	0	0
PYGM	4	1
SF1	6571	4
MAP4K2	476	2
MEN1	1362	3
CDC42BPG	0	0
EHD1	7255	4
MIR192	0	0
MIR194-2	0	0
ATG2A	917	3
MIR6750	0	0
MIR6749	0	0
PPP2R5B	744	3
GPHA2	0	0
C11orf85	0	0
BATF2	929	3
ARL2	1137	3
ARL2-SNX15	6	1
MIR6879	0	0
SNX15	0	0
SAC3D1	632	3
NAALADL1	1	1
CDCA5	3548	4
ZFPL1	889	3
TMEM262	2	1
VPS51	1652	3
TM7SF2	44	2
ZNHIT2	300	2
FAU	9915	4
MRPL49	1812	3
SYVN1	1460	3
MIR6751	0	0
SPDYC	0	0
CAPN1	8771	4
SLC22A20	16	1
POLA2	2598	4
CDC42EP2	1433	3
DPF2	1695	3
TIGD3	4	1
SLC25A45	102	2
FRMD8	1434	3
NEAT1	2893	4
MIR612	0	0
MALAT1	26821	4
SCYL1	3600	4
LTBP3	3314	4
SSSCA1-AS1	14	1
SSSCA1	1000	3
FAM89B	1191	3
EHBP1L1	4587	4
KCNK7	14	1
MAP3K11	1780	3
PCNXL3	3290	4
MIR4690	0	0
SIPA1	1596	3
MIR4489	1	1
RELA	2940	4
KAT5	810	3
RNASEH2C	1289	3
AP5B1	1448	3
OVOL1	0	0
OVOL1-AS1	0	0
SNX32	2	1
CFL1	38966	4
MUS81	1566	3
EFEMP2	7424	4
CTSW	12	1
FIBP	2289	4
CCDC85B	7839	4
FOSL1	9818	4
C11orf68	2428	4
DRAP1	13561	4
TSGA10IP	0	0
SART1	3031	4
EIF1AD	976	3
BANF1	4415	4
CST6	0	0
CATSPER1	86	2
GAL3ST3	0	0
SF3B2	10600	4
PACS1	2698	4
KLC2	2581	4
RAB1B	8610	4
CNIH2	22	1
YIF1A	2511	4
TMEM151A	0	0
CD248	20296	4
RIN1	2647	4
BRMS1	1991	3
B4GAT1	1172	3
SLC29A2	15	1
NPAS4	10	1
MRPL11	1529	3
PELI3	331	2
LOC101928069	24	1
DPP3	2484	4
BBS1	309	2
ZDHHC24	604	3
ACTN3	0	0
CTSF	436	2
CCDC87	2	1
CCS	383	2
RBM14-RBM4	0	0
RBM14	1818	3
RBM4	1040	3
RBM4B	506	2
SPTBN2	6	1
C11orf80	421	2
RCE1	515	2
PC	670	3
LRFN4	1912	3
MIR3163	0	0
C11orf86	0	0
SYT12	0	0
MIR6860	0	0
RHOD	62	2
KDM2A	3131	4
ADRBK1	2627	4
ANKRD13D	765	3
SSH3	512	2
LOC100130987	7	1
POLD4	996	3
CLCF1	429	2
RAD9A	514	2
PPP1CA	4681	4
TBC1D10C	0	0
CARNS1	0	0
RPS6KB2	1747	3
PTPRCAP	23	1
CORO1B	3784	4
GPR152	0	0
CABP4	0	0
TMEM134	337	2
AIP	2102	4
MIR6752	0	0
PITPNM1	1798	3
CDK2AP2	850	3
CABP2	0	0
GSTP1	6357	4
C11orf72	0	0
NDUFV1	2920	4
DOC2GP	0	0
NUDT8	77	2
TBX10	0	0
ACY3	0	0
ALDH3B2	0	0
FAM86C2P	45	2
RNU6-46P	0	0
UNC93B1	2783	4
ALDH3B1	1743	3
NDUFS8	2138	4
MIR7113	2	1
MIR4691	13	1
TCIRG1	5749	4
MIR6753	11	1
CHKA	367	2
SUV420H1	800	3
C11orf24	2951	4
LRP5	461	2
PPP6R3	3633	4
GAL	0	0
MTL5	19	1
CPT1A	2543	4
MRPL21	867	3
IGHMBP2	534	2
MRGPRD	0	0
MRGPRF	3729	4
MRGPRF-AS1	23	1
TPCN2	408	2
MIR3164	3	1
LOC338694	0	0
MYEOV	20	1
LINC01488	0	0
CCND1	34607	4
ORAOV1	636	3
FGF19	0	0
FGF4	0	0
FGF3	0	0
LOC101928443	0	0
ANO1-AS2	0	0
ANO1	0	0
FADD	2143	4
PPFIA1	2305	4
MIR548K	0	0
CTTN	11842	4
SHANK2	237	2
SHANK2-AS1	0	0
SHANK2-AS3	0	0
MIR3664	0	0
FLJ42102	0	0
DHCR7	2324	4
NADSYN1	1150	3
MIR6754	0	0
KRTAP5-7	0	0
KRTAP5-8	0	0
KRTAP5-9	0	0
KRTAP5-10	0	0
KRTAP5-11	0	0
FAM86C1	191	2
ALG1L9P	7	1
ZNF705E	0	0
DEFB108B	0	0
LOC100133315	51	2
LOC100129216	0	0
RNF121	1172	3
IL18BP	98	2
NUMA1	5319	4
LOC100128494	44	2
MIR3165	0	0
LRTOMT	150	2
LAMTOR1	3378	4
ANAPC15	313	2
FOLR3	146	2
FOLR1	0	0
FOLR2	0	0
INPPL1	5572	4
PHOX2A	0	0
CLPB	863	3
LINC01537	4	1
PDE2A	0	0
MIR139	0	0
ARAP1	2966	4
STARD10	299	2
MIR4692	0	0
ATG16L2	289	2
FCHSD2	1622	3
MIR4459	2	1
P2RY2	0	0
P2RY6	0	0
ARHGEF17	5511	4
RELT	663	3
FAM168A	1713	3
PLEKHB1	0	0
RAB6A	5734	4
MRPL48	511	2
COA4	1870	3
PAAF1	364	2
DNAJB13	4	1
UCP2	184	2
UCP3	33	1
C2CD3	1207	3
PPME1	2057	3
P4HA3	44	2
LOC101928580	0	0
PGM2L1	140	2
MIR548AL	0	0
KCNE3	0	0
LIPT2	30	1
POLD3	1946	3
CHRDL2	0	0
MIR4696	0	0
RNF169	558	2
XRRA1	193	2
SPCS2	3106	4
NEU3	170	2
OR2AT4	0	0
SLCO2B1	0	0
TPBGL	0	0
ARRB1	532	2
MIR326	0	0
RPS3	26591	4
SNORD15A	1	1
SNORD15B	1	1
KLHL35	0	0
GDPD5	8	1
SERPINH1	27406	4
MAP6	0	0
MOGAT2	0	0
LOC283214	0	0
DGAT2	8	1
UVRAG	585	2
WNT11	0	0
PRKRIR	2849	4
LOC100506127	42	2
C11orf30	765	3
LRRC32	2	1
GUCY2EP	0	0
TSKU	1007	3
LOC101928837	1	1
ACER3	1514	3
B3GNT6	0	0
CAPN5	1189	3
OMP	0	0
MYO7A	2	1
GDPD4	0	0
PAK1	1548	3
LOC646029	0	0
AQP11	32	1
CLNS1A	2330	4
RSF1	1797	3
AAMDC	245	2
INTS4	962	3
NDUFC2-KCTD14	0	0
KCTD14	0	0
THRSP	0	0
NDUFC2	851	3
ALG8	1909	3
KCTD21-AS1	12	1
KCTD21	461	2
USP35	607	3
GAB2	432	2
LOC101928865	2	1
NARS2	589	2
LOC101928896	0	0
TENM4	30	1
MIR708	0	0
MIR5579	0	0
LOC101928944	0	0
LOC101928989	0	0
MIR4300	0	0
FAM181B	0	0
PRCP	2520	4
DDIAS	1153	3
RAB30	1270	3
SNORA70E	0	0
RAB30-AS1	110	2
PCF11	1640	3
ANKRD42	348	2
CCDC90B	1737	3
DLG2	3	1
TMEM126B	1076	3
TMEM126A	976	3
CREBZF	1814	3
CCDC89	0	0
SYTL2	792	3
CCDC83	0	0
PICALM	14170	4
EED	1134	3
MIR6755	1	1
C11orf73	1275	3
CCDC81	60	2
ME3	308	2
PRSS23	14864	4
OR7E2P	2	1
FZD4	309	2
LOC100506368	4	1
TMEM135	458	2
RAB38	516	2
MIR3166	0	0
CTSC	17963	4
GRM5-AS1	0	0
GRM5	0	0
RNU6-16P	0	0
TYR	0	0
NOX4	0	0
FOLH1B	0	0
TRIM77	0	0
TRIM49	0	0
TRIM53AP	0	0
TRIM64B	0	0
TRIM49D2	0	0
TRIM49D1	0	0
TRIM64	0	0
TRIM49C	0	0
UBTFL1	0	0
NAALAD2	78	2
CHORDC1	1565	3
DISC1FP1	0	0
MIR4490	0	0
MIR1261	0	0
FAT3	0	0
MTNR1B	0	0
SLC36A4	1113	3
CCDC67	0	0
SMCO4	102	2
CEP295	1215	3
SCARNA9	12	1
SNORA25	77	2
SNORA32	85	2
SNORD6	26	1
SNORA1	17	1
SNORA8	55	2
SNORD5	38	2
SNORA18	117	2
MIR1304	33	1
SNORA40	123	2
TAF1D	1288	3
C11orf54	544	2
MED17	1393	3
VSTM5	2	1
HEPHL1	67	2
PANX1	3559	4
IZUMO1R	0	0
GPR83	4	1
MRE11A	1175	3
MIR548L	2	1
ANKRD49	329	2
C11orf97	0	0
FUT4	244	2
PIWIL4	12	1
AMOTL1	5323	4
CWC15	1938	3
KDM4D	48	2
KDM4E	0	0
SRSF8	710	3
ENDOD1	1272	3
LOC101929295	0	0
SESN3	6	1
LOC100129203	0	0
FAM76B	697	3
CEP57	2417	4
MTMR2	2407	4
MAML2	1925	3
MIR1260B	0	0
CCDC82	2049	3
JRKL	618	3
JRKL-AS1	0	0
CNTN5	0	0
ARHGAP42	46	2
TMEM133	3	1
PGR	0	0
LOC101054525	0	0
TRPC6	0	0
MIR3920	0	0
ANGPTL5	0	0
CEP126	172	2
C11orf70	157	2
YAP1	10008	4
BIRC3	366	2
BIRC2	7695	4
TMEM123	15216	4
MMP7	6	1
MMP20	0	0
MMP27	0	0
MMP8	0	0
MMP10	116	2
WTAPP1	50	2
MMP1	418204	4
MMP3	39521	4
MMP12	24	1
MMP13	8	1
DCUN1D5	1754	3
DYNC2H1	1315	3
MIR4693	0	0
PDGFD	38	2
DDI1	0	0
MIR7641-1	0	0
LOC102723895	0	0
CASP12	6	1
LOC643733	82	2
CASP4	4796	4
CASP5	2	1
CASP1	4382	4
CARD16	1158	3
CASP1P2	1	1
CARD17	0	0
CARD18	0	0
GRIA4	20	1
MSANTD4	1243	3
KBTBD3	68	2
AASDHPPT	2001	3
LOC101928535	0	0
GUCY1A2	22	1
CWF19L2	862	3
ALKBH8	576	2
ELMOD1	16	1
LOC643923	0	0
SLN	0	0
SLC35F2	158	2
RAB39A	0	0
CUL5	2403	4
ACAT1	2288	4
NPAT	1054	3
ATM	2540	4
C11orf65	2	1
KDELC2	11072	4
EXPH5	0	0
DDX10	1537	3
C11orf87	2	1
ZC3H12C	2305	4
RDX	6008	4
FDX1	951	3
ARHGAP20	172	2
C11orf53	0	0
COLCA1	0	0
COLCA2	0	0
MIR4491	0	0
POU2AF1	0	0
LOC100132078	0	0
BTG4	2	1
MIR34B	0	0
MIR34C	0	0
C11orf88	2	1
LAYN	3123	4
SIK2	923	3
PPP2R1B	1405	3
ALG9	1059	3
FDXACB1	103	2
C11orf1	283	2
CRYAB	0	0
HSPB2	0	0
HSPB2-C11orf52	0	0
C11orf52	0	0
DIXDC1	287	2
DLAT	2556	4
PIH1D2	16	1
C11orf57	1314	3
TIMM8B	1395	3
SDHD	2371	4
IL18	105	2
TEX12	0	0
BCO2	8	1
PTS	1359	3
PLET1	4	1
LOC283140	6	1
LOC101928823	0	0
LOC387810	0	0
LOC101928847	0	0
NCAM1	0	0
NCAM1-AS1	0	0
TTC12	223	2
ANKK1	0	0
DRD2	0	0
MIR4301	0	0
TMPRSS5	6	1
ZW10	1386	3
CLDN25	0	0
USP28	1268	3
HTR3B	0	0
HTR3A	0	0
ZBTB16	0	0
NNMT	3551	4
LOC101928940	2	1
C11orf71	58	2
RBM7	2398	4
REXO2	3563	4
NXPE1	0	0
NXPE4	0	0
NXPE2	0	0
CADM1	4	1
LINC00900	2	1
BUD13	796	3
ZPR1	2323	4
APOA5	0	0
APOA4	0	0
APOC3	0	0
APOA1	0	0
APOA1-AS	2	1
SIK3	691	3
PAFAH1B2	4005	4
SIDT2	688	3
LOC100652768	59	2
TAGLN	33272	4
PCSK7	3296	4
RNF214	629	3
BACE1	5536	4
BACE1-AS	10	1
CEP164	2145	4
DSCAML1	0	0
FXYD2	0	0
FXYD6-FXYD2	0	0
FXYD6	0	0
TMPRSS13	0	0
IL10RA	0	0
TMPRSS4-AS1	0	0
TMPRSS4	0	0
SCN4B	0	0
SCN2B	0	0
AMICA1	0	0
MPZL3	0	0
MPZL2	0	0
CD3E	0	0
CD3D	0	0
CD3G	0	0
UBE4A	1740	3
LOC100131626	1	1
ATP5L	3311	4
KMT2A	3109	4
LOC101929089	2	1
TTC36	1	1
TMEM25	166	2
IFT46	654	3
ARCN1	12321	4
PHLDB1	4295	4
MIR6716	0	0
TREH	6	1
DDX6	5409	4
CXCR5	8	1
BCL9L	6632	4
