Geneid	expr	quartile
ENGASE	332	2
RBFOX3	0	0
MIR4739	0	0
HP09025	0	0
ENPP7	0	0
CBX2	251	2
CBX8	340	2
CBX4	1458	3
LOC101928766	0	0
LOC101928738	0	0
TBC1D16	1196	3
CCDC40	19	1
MIR1268B	0	0
GAA	897	3
EIF4A3	3662	4
CARD14	14	1
SGSH	1998	3
SLC26A11	465	2
RNF213	30339	4
LOC100294362	60	2
ENDOV	292	2
MIR4730	0	0
NPTX1	0	0
RPTOR	2771	4
LOC101928855	2	1
CHMP6	1351	3
BAIAP2-AS1	196	2
BAIAP2	263	2
AATK	0	0
MIR657	0	0
MIR3065	0	0
MIR338	0	0
MIR1250	0	0
AATK-AS1	0	0
CEP131	592	2
ENTHD2	423	2
C17orf89	1121	3
SLC38A10	5427	4
LINC00482	0	0
TMEM105	0	0
LOC100130370	6	1
BAHCC1	1156	3
MIR4740	0	0
MIR3186	0	0
ACTG1	175271	4
FSCN2	3	1
FAAP100	1388	3
NPLOC4	6522	4
TSPAN10	240	2
PDE6G	0	0
OXLD1	425	2
CCDC137	1840	3
ARL16	1065	3
HGS	5168	4
MIR6786	0	0
MRPL12	3310	4
SLC25A10	720	3
GCGR	0	0
FAM195B	2435	4
PPP1R27	2	1
P4HB	52601	4
ARHGDIA	19644	4
ALYREF	4282	4
ANAPC11	2365	4
NPB	70	2
PCYT2	1608	3
SIRT7	871	3
MAFG	2413	4
MAFG-AS1	179	2
PYCR1	1947	3
MYADML2	4	1
NOTUM	0	0
ASPSCR1	872	3
STRA13	1726	3
LRRC45	1135	3
RAC3	142	2
DCXR	959	3
RFNG	750	3
GPS1	3069	4
DUS1L	1850	3
FASN	9139	4
CCDC57	305	2
SLC16A3	22169	4
MIR6787	2	1
CSNK1D	4970	4
CD7	4	1
SECTM1	8355	4
TEX19	10	1
UTS2R	0	0
OGFOD3	1356	3
HEXDC	367	2
C17orf62	1750	3
NARF	527	2
FOXK2	2370	4
WDR45B	3843	4
RAB40B	46	2
MIR4525	0	0
FN3KRP	1329	3
FN3K	6	1
TBCD	2876	4
ZNF750	0	0
B3GNTL1	166	2
METRNL	2178	4
RPL23AP87	4	1
MGC70870	0	0
ROCK1P1	4	1
MIR8078	0	0
USP14	5100	4
THOC1	838	3
COLEC12	4	1
CETN1	0	0
CLUL1	2	1
TYMSOS	9	1
TYMS	1785	3
ENOSF1	560	2
YES1	1829	3
ADCYAP1	0	0
LINC00470	0	0
METTL4	792	3
NDC80	3111	4
CBX3P2	6	1
SMCHD1	7625	4
EMILIN2	276	2
LPIN2	1931	3
LOC727896	6	1
MYOM1	4	1
MYL12A	18018	4
LOC104968399	15	1
MYL12B	16677	4
TGIF1	1728	3
GAPLINC	0	0
DLGAP1	10	1
DLGAP1-AS1	71	2
DLGAP1-AS2	59	2
DLGAP1-AS3	0	0
MIR6718	0	0
DLGAP1-AS4	0	0
DLGAP1-AS5	0	0
C18orf42	0	0
LINC00526	34	2
LINC00667	1948	3
ZBTB14	502	2
EPB41L3	68	2
MIR3976HG	0	0
MIR3976	0	0
TMEM200C	0	0
L3MBTL4	0	0
L3MBTL4-AS1	0	0
MIR4317	0	0
LINC01387	0	0
ARHGAP28	0	0
LINC00668	0	0
LAMA1	224	2
LOC101927188	0	0
LRRC30	0	0
PTPRM	2444	4
LOC100192426	0	0
RAB12	1471	3
GACAT2	12	1
MTCL1	3113	4
NDUFV2	3547	4
NDUFV2-AS1	34	2
ANKRD12	1845	3
TWSG1	5838	4
RALBP1	3644	4
PPP4R1	4619	4
PPP4R1-AS1	13	1
RAB31	3068	4
TXNDC2	14	1
VAPA	7239	4
LINC01254	0	0
APCDD1	218	2
NAPG	1298	3
LOC101927410	0	0
PIEZO2	0	0
MIR6788	0	0
LINC01255	0	0
SLC35G4	0	0
MIR7153	0	0
GNAL	32	1
CHMP1B	1874	3
MPPE1	544	2
IMPA2	82	2
ANKRD62	0	0
C18orf61	0	0
CIDEA	0	0
TUBB6	30622	4
AFG3L2	1850	3
SLMO1	114	2
SPIRE1	1199	3
PSMG2	2016	3
CEP76	491	2
LOC100996324	0	0
PTPN2	1051	3
SEH1L	2385	4
CEP192	1981	3
LDLRAD4	0	0
LDLRAD4-AS1	0	0
MIR5190	0	0
MIR4526	0	0
FAM210A	681	3
RNMT	1643	3
MC5R	0	0
MC2R	0	0
ZNF519	82	2
ANKRD20A5P	0	0
CYP4F35P	0	0
CXADRP3	0	0
POTEC	0	0
ANKRD30B	0	0
MIR3156-2	0	0
LINC01443	0	0
LINC01444	0	0
LOC644669	0	0
ROCK1	5460	4
GREB1L	22	1
ESCO1	703	3
SNRPD1	3280	4
ABHD3	102	2
MIR320C1	0	0
MIB1	2857	4
MIR133A1HG	4	1
MIR133A1	0	0
MIR1-2	0	0
GATA6-AS1	0	0
GATA6	58	2
CTAGE1	0	0
LOC101927571	4	1
RBBP8	2622	4
MIR4741	0	0
CABLES1	298	2
TMEM241	239	2
RIOK3	1993	3
C18orf8	974	3
NPC1	2822	4
ANKRD29	154	2
LAMA3	201	2
TTC39C	896	3
TTC39C-AS1	2	1
CABYR	32	1
OSBPL1A	1509	3
MIR320C2	0	0
IMPACT	1834	3
HRH4	0	0
LOC729950	0	0
ZNF521	143	2
SS18	3207	4
PSMA8	0	0
TAF4B	34	2
LINC01543	0	0
KCTD1	741	3
MIR8057	0	0
PCAT18	0	0
AQP4	0	0
AQP4-AS1	0	0
CHST9	0	0
CDH2	5925	4
MIR302F	0	0
DSC3	0	0
DSC2	0	0
DSCAS	0	0
DSC1	0	0
DSG1	0	0
DSG1-AS1	0	0
DSG4	0	0
DSG3	0	0
DSG2	0	0
DSG2-AS1	0	0
TTR	0	0
B4GALT6	0	0
SLC25A52	0	0
TRAPPC8	1805	3
RNF125	0	0
RNF138	940	3
MEP1B	0	0
GAREM	0	0
WBP11P1	2	1
KLHL14	0	0
CCDC178	0	0
ASXL3	0	0
NOL4	0	0
DTNA	542	2
MAPRE2	922	3
ZNF397	282	2
ZSCAN30	302	2
ZNF271P	854	3
ZNF24	2490	4
ZNF396	0	0
INO80C	195	2
MIR3975	0	0
GALNT1	2531	4
MIR187	0	0
MIR3929	0	0
C18orf21	669	3
RPRD1A	2357	4
SLC39A6	11127	4
ELP2	2828	4
MOCOS	1294	3
FHOD3	1400	3
TPGS2	3105	4
KIAA1328	205	2
CELF4	0	0
MIR4318	0	0
LINC00669	79	2
MIR924	0	0
MIR5583-2	0	0
MIR5583-1	0	0
LINC01477	0	0
KC6	0	0
PIK3C3	1777	3
LINC00907	0	0
RIT2	0	0
SYT4	0	0
LINC01478	2	1
LOC105667213	0	0
SETBP1	191	2
MIR4319	0	0
SLC14A2	0	0
SLC14A2-AS1	0	0
SLC14A1	2	1
SIGLEC15	8	1
EPG5	3655	4
PSTPIP2	146	2
ATP5A1	14820	4
HAUS1	1538	3
C18orf25	1399	3
RNF165	0	0
LOXHD1	0	0
ST8SIA5	1	1
PIAS2	464	2
KATNAL2	19	1
TCEB3CL	0	0
TCEB3CL2	0	0
TCEB3C	0	0
TCEB3B	0	0
HDHD2	619	3
IER3IP1	3442	4
SKOR2	0	0
MIR4527	0	0
SMAD2	2594	4
ZBTB7C	0	0
CTIF	2771	4
MIR4743	0	0
SMAD7	1197	3
DYM	1412	3
MIR4744	0	0
C18orf32	26	1
RPL17-C18orf32	0	0
MIR1539	0	0
RPL17	231	2
SNORD58C	20	1
SNORD58A	8	1
SNORD58B	0	0
LIPG	0	0
ACAA2	544	2
SNHG22	0	0
SCARNA17	13	1
MYO5B	2	1
MIR4320	0	0
CFAP53	21	1
MBD1	2158	4
CXXC1	1653	3
SKA1	1555	3
MAPK4	0	0
MRO	0	0
ME2	2142	4
ELAC1	378	2
SMAD4	2825	4
MEX3C	1658	3
LOC100287225	0	0
DCC	0	0
MIR4528	0	0
LOC102724651	0	0
LOC101928167	0	0
MBD2	3928	4
SNORA37	0	0
POLI	820	3
STARD6	3	1
C18orf54	782	3
DYNAP	0	0
RAB27B	1947	3
CCDC68	553	2
LOC101927229	0	0
TCF4	3572	4
MIR4529	0	0
LINC01416	0	0
LINC01539	0	0
TXNL1	3019	4
WDR7	985	3
LINC-ROR	0	0
BOD1L2	0	0
ST8SIA3	0	0
ONECUT2	4	1
FECH	998	3
NARS	6224	4
LOC100505549	34	2
ATP8B1	4449	4
NEDD4L	1197	3
MIR122	0	0
MIR3591	0	0
ALPK2	3485	4
LOC101927322	0	0
MALT1	1630	3
ZNF532	2196	4
OACYLP	0	0
SEC11C	1838	3
GRP	0	0
RAX	0	0
CPLX4	0	0
LMAN1	13951	4
CCBE1	6888	4
PMAIP1	1895	3
MC4R	0	0
CDH20	0	0
LINC01544	0	0
RNF152	376	2
PIGN	1776	3
KIAA1468	2006	3
TNFRSF11A	8	1
ZCCHC2	1302	3
PHLPP1	468	2
BCL2	375	2
KDSR	2813	4
VPS4B	2713	4
SERPINB5	0	0
SERPINB12	0	0
SERPINB13	0	0
SERPINB4	0	0
SERPINB3	0	0
SERPINB11	0	0
SERPINB7	1023	3
SERPINB2	25203	4
SERPINB10	13	1
HMSD	0	0
SERPINB8	4795	4
LINC00305	0	0
LOC284294	0	0
LINC01538	0	0
CDH7	0	0
CDH19	0	0
MIR5011	0	0
DSEL	5816	4
LOC643542	0	0
TMX3	7069	4
CCDC102B	281	2
RNU6-39P	0	0
DOK6	10	1
CD226	10	1
RTTN	1222	3
SOCS6	1753	3
LOC101927481	11	1
LOC101060542	12	1
GTSCR1	0	0
LINC01541	0	0
LOC102724913	0	0
CBLN2	0	0
NETO1	0	0
MIR548AV	0	0
LOC400655	0	0
LOC100505817	0	0
FBXO15	12	1
TIMM21	1111	3
CYB5A	1639	3
C18orf63	0	0
LOC101927606	0	0
FAM69C	0	0
CNDP2	4034	4
CNDP1	0	0
LINC00909	233	2
ZNF407	710	3
ZADH2	1272	3
TSHZ1	1501	3
SMIM21	0	0
LOC339298	0	0
ZNF516	796	3
C18orf65	10	1
LINC00908	0	0
LINC00683	0	0
LOC101927651	0	0
LOC400661	0	0
LOC100131655	49	2
ZNF236	485	2
MBP	4	1
GALR1	0	0
LINC01029	0	0
SALL3	0	0
ATP9B	499	2
NFATC1	2	1
CTDP1	1151	3
KCNG2	4	1
PQLC1	1428	3
HSBP1L1	365	2
TXNL4A	2536	4
RBFA	720	3
RBFADN	6	1
ADNP2	1422	3
PARD6G-AS1	5	1
PARD6G	8	1
WASH5P	27	1
OR4F17	0	0
LINC01002	0	0
PPAP2C	1	1
MIER2	1057	3
THEG	0	0
C2CD4C	0	0
SHC2	0	0
ODF3L2	10	1
MADCAM1	8	1
TPGS1	577	2
CDC34	1754	3
GZMM	0	0
BSG	19554	4
HCN2	66	2
POLRMT	1846	3
FGF22	0	0
RNF126	1743	3
FSTL3	3308	4
PRSS57	0	0
PALM	0	0
MISP	8	1
PTBP1	17041	4
MIR4745	0	0
LPPR3	4	1
MIR3187	0	0
AZU1	0	0
PRTN3	0	0
ELANE	0	0
CFD	0	0
MED16	1999	3
R3HDM4	1376	3
KISS1R	0	0
ARID3A	1259	3
WDR18	1620	3
GRIN3B	24	1
TMEM259	5006	4
CNN2	10274	4
ABCA7	69	2
HMHA1	211	2
POLR2E	4060	4
GPX4	5278	4
SBNO2	2507	4
STK11	2084	4
CBARP	179	2
ATP5D	2132	4
MIDN	2018	3
CIRBP-AS1	42	2
CIRBP	4425	4
C19orf24	1337	3
EFNA2	0	0
MUM1	1376	3
NDUFS7	1190	3
GAMT	573	2
DAZAP1	5310	4
RPS15	15510	4
APC2	223	2
C19orf25	1142	3
PCSK4	8	1
REEP6	22	1
ADAMTSL5	533	2
PLK5	2	1
MEX3D	2483	4
MBD3	6452	4
UQCR11	2791	4
TCF3	4432	4
ONECUT3	0	0
ATP8B3	188	2
REXO1	1804	3
MIR1909	0	0
LOC100288123	7	1
KLF16	1800	3
ABHD17A	2719	4
ADAT3	112	2
SCAMP4	1803	3
CSNK1G2	3557	4
CSNK1G2-AS1	8	1
BTBD2	2187	4
MKNK2	1005	3
MOB3A	1714	3
IZUMO4	3	1
AP3D1	7424	4
DOT1L	1422	3
PLEKHJ1	1265	3
MIR1227	0	0
MIR6789	0	0
SF3A2	1833	3
AMH	225	2
MIR4321	0	0
JSRP1	0	0
OAZ1	23200	4
C19orf35	0	0
LINGO3	0	0
LSM7	1457	3
SPPL2B	1065	3
TMPRSS9	32	1
TIMM13	1789	3
LMNB2	20806	4
MIR7108	0	0
GADD45B	2134	4
GNG7	0	0
MIR7850	0	0
DIRAS1	4	1
SLC39A3	1537	3
SGTA	2948	4
THOP1	3350	4
ZNF554	36	2
ZNF555	98	2
ZNF556	0	0
ZNF57	24	1
ZNF77	157	2
TLE6	2	1
TLE2	6	1
AES	12885	4
GNA11	5245	4
GNA15	6	1
LOC100996351	1	1
S1PR4	2	1
NCLN	6871	4
CELF5	0	0
NFIC	6273	4
SMIM24	0	0
DOHH	771	3
FZR1	2218	4
C19orf71	341	2
MFSD12	4266	4
HMG20B	2372	4
GIPC3	2	1
TBXA2R	224	2
CACTIN-AS1	25	1
CACTIN	968	3
PIP5K1C	3200	4
TJP3	3	1
APBA3	376	2
MRPL54	1417	3
RAX2	0	0
MATK	0	0
ZFR2	0	0
ATCAY	0	0
NMRK2	0	0
DAPK3	3842	4
MIR637	9	1
EEF2	90078	4
SNORD37	9	1
PIAS4	779	3
ZBTB7A	2715	4
MAP2K2	4536	4
CREB3L3	0	0
SIRT6	802	3
ANKRD24	14	1
EBI3	60	2
CCDC94	552	2
SHD	0	0
TMIGD2	0	0
FSD1	117	2
STAP2	29	1
MPND	172	2
SH3GL1	5840	4
CHAF1A	2826	4
UBXN6	3414	4
MIR4746	0	0
HDGFRP2	3005	4
PLIN4	6	1
PLIN5	0	0
LRG1	0	0
SEMA6B	110	2
TNFAIP8L1	559	2
MYDGF	10141	4
DPP9	4454	4
DPP9-AS1	32	1
MIR7-3HG	0	0
MIR7-3	0	0
FEM1A	1520	3
TICAM1	744	3
PLIN3	9664	4
ARRDC5	0	0
UHRF1	8267	4
MIR4747	1	1
KDM4B	683	3
PTPRS	1204	3
ZNRF4	0	0
TINCR	4	1
SAFB2	1895	3
SAFB	3297	4
C19orf70	1581	3
HSD11B1L	98	2
RPL36	11112	4
LONP1	3925	4
CATSPERD	4	1
PRR22	75	2
DUS3L	941	3
NRTN	0	0
FUT6	0	0
FUT3	0	0
LOC101928844	0	0
FUT5	0	0
NDUFA11	2875	4
VMAC	30	1
CAPS	30	1
RANBP3	2288	4
LOC100128568	21	1
RFX2	193	2
ACSBG2	7	1
MLLT1	3367	4
ACER1	0	0
CLPP	2054	3
ALKBH7	565	2
PSPN	4	1
GTF2F1	5012	4
MIR6885	0	0
MIR6790	0	0
KHSRP	7028	4
MIR3940	0	0
SLC25A41	0	0
SLC25A23	24	1
CRB3	0	0
DENND1C	0	0
TUBB4A	4	1
TNFSF9	10	1
CD70	0	0
TNFSF14	4	1
C3	15690	4
GPR108	1434	3
MIR6791	1	1
TRIP10	2696	4
SH2D3A	30	1
VAV1	0	0
ADGRE1	6	1
ADGRE4P	0	0
FLJ25758	0	0
MBD3L5	0	0
MBD3L4	0	0
MBD3L2	0	0
MBD3L3	0	0
ZNF557	276	2
INSR	104	2
ARHGEF18	2099	4
LOC100128573	0	0
PEX11G	22	1
C19orf45	2	1
ZNF358	1004	3
MCOLN1	908	3
PNPLA6	2999	4
CAMSAP3	2	1
MIR6792	0	0
XAB2	1505	3
PET100	935	3
PCP2	0	0
STXBP2	0	0
RETN	0	0
MCEMP1	0	0
TRAPPC5	1224	3
FCER2	0	0
CLEC4G	0	0
CD209	0	0
CLEC4M	0	0
CLEC4GP1	0	0
EVI5L	1226	3
PRR36	0	0
LYPLA2P2	2	1
LRRC8E	370	2
MAP2K7	1660	3
TGFBR3L	214	2
SNAPC2	882	3
CTXN1	126	2
TIMM44	1232	3
ELAVL1	4457	4
CCL25	0	0
FBN3	0	0
CERS4	20	1
CD320	2283	4
NDUFA7	706	3
RPS28	7019	4
KANK3	35	2
ANGPTL4	136	2
RAB11B-AS1	74	2
MIR4999	1	1
RAB11B	1670	3
MARCH2	362	2
HNRNPM	9884	4
PRAM1	0	0
ZNF414	304	2
MYO1F	90	2
ADAMTS10	52	2
ACTL9	0	0
OR2Z1	0	0
ZNF558	376	2
MBD3L1	0	0
MUC16	0	0
OR1M1	0	0
OR7G2	0	0
OR7G1	0	0
OR7G3	0	0
ZNF317	850	3
OR7D2	0	0
OR7D4	0	0
OR7E24	0	0
ZNF699	70	2
ZNF559	289	2
ZNF559-ZNF177	1	1
ZNF177	0	0
ZNF266	402	2
ZNF560	0	0
ZNF426	186	2
ZNF121	131	2
ZNF561	941	3
ZNF561-AS1	155	2
ZNF562	885	3
ZNF812	1	1
ZNF846	74	2
FBXL12	905	3
UBL5	3124	4
PIN1	2177	4
OLFM2	1459	3
COL5A3	8340	4
RDH8	6	1
MIR5589	0	0
C3P1	0	0
C19orf66	4337	4
ANGPTL6	10	1
PPAN-P2RY11	0	0
PPAN	106	2
SNORD105	0	0
SNORD105B	0	0
P2RY11	58	2
EIF3G	4164	4
DNMT1	10489	4
S1PR2	861	3
MIR4322	2	1
MRPL4	2264	4
ICAM1	944	3
ICAM4	2	1
ICAM5	96	2
ZGLP1	74	2
FDX1L	652	3
RAVER1	2335	4
ICAM3	421	2
TYK2	2293	4
CDC37	9363	4
MIR1181	0	0
PDE4A	165	2
KEAP1	3094	4
S1PR5	134	2
ATG4D	338	2
MIR1238	0	0
KRI1	1235	3
CDKN2D	979	3
AP1M2	4	1
SLC44A2	6633	4
ILF3-AS1	280	2
ILF3	15392	4
QTRT1	871	3
DNM2	5375	4
MIR638	0	0
MIR4748	0	0
MIR199A1	7	1
MIR6793	0	0
TMED1	2082	4
C19orf38	2	1
CARM1	3745	4
YIPF2	2246	4
C19orf52	368	2
SMARCA4	5657	4
LDLR	8318	4
MIR6886	0	0
SPC24	524	2
KANK2	8493	4
DOCK6	544	2
C19orf80	0	0
TSPAN16	0	0
RAB3D	148	2
TMEM205	832	3
CCDC159	93	2
LPPR2	621	3
SWSAP1	45	2
EPOR	323	2
RGL3	74	2
CCDC151	14	1
PRKCSH	15382	4
ELAVL3	0	0
ZNF653	220	2
MIR7974	0	0
ECSIT	754	3
CNN1	718	3
ELOF1	1543	3
ACP5	100	2
ZNF627	368	2
HNRNPA1P10	56	2
ZNF833P	22	1
ZNF823	182	2
ZNF441	415	2
ZNF491	2	1
ZNF440	97	2
ZNF439	3	1
ZNF69	0	0
ZNF700	339	2
ZNF763	14	1
ZNF433	22	1
ZNF878	2	1
ZNF844	0	0
ZNF788	20	1
ZNF625-ZNF20	8	1
ZNF20	0	0
ZNF625	43	2
ZNF136	276	2
LOC100289333	0	0
ZNF44	144	2
ZNF563	4	1
ZNF442	0	0
ZNF799	82	2
ZNF443	54	2
ZNF709	26	1
ZNF564	204	2
ZNF490	148	2
ZNF791	564	2
MAN2B1	3897	4
WDR83	188	2
WDR83OS	921	3
DHPS	1420	3
FBXW9	166	2
TNPO2	4414	4
SNORD41	0	0
C19orf43	6847	4
ASNA1	2639	4
BEST2	0	0
HOOK2	230	2
MIR5684	0	0
JUNB	2299	4
PRDX2	1197	3
RNASEH2A	3037	4
RTBDN	2	1
MAST1	51	2
MIR6794	0	0
DNASE2	1542	3
KLF1	0	0
GCDH	541	2
SYCE2	37	2
MIR5695	3	1
FARSA	3277	4
CALR	78637	4
MIR6515	0	0
RAD23A	4280	4
GADD45GIP1	2886	4
DAND5	0	0
NFIX	4858	4
LYL1	6	1
TRMT1	1175	3
NACC1	5557	4
STX10	1003	3
IER2	3027	4
CACNA1A	10	1
CCDC130	794	3
MRI1	408	2
C19orf53	2914	4
ZSWIM4	399	2
LOC284454	303	2
MIR24-2	0	0
MIR27A	2	1
MIR23A	11	1
MIR181C	0	0
MIR181D	0	0
NANOS3	19	1
C19orf57	61	2
CC2D1A	1379	3
PODNL1	170	2
DCAF15	1604	3
RFX1	472	2
RLN3	0	0
IL27RA	286	2
PALM3	2	1
LOC113230	10	1
MIR1199	0	0
C19orf67	4	1
SAMD1	750	3
PRKACA	3249	4
ASF1B	2244	4
LOC100507373	66	2
ADGRL1	108	2
ADGRE5	4199	4
DDX39A	3960	4
PKN1	5738	4
PTGER1	69	2
GIPC1	6350	4
DNAJB1	4664	4
MIR639	0	0
TECR	1422	3
NDUFB7	1940	3
CLEC17A	0	0
ADGRE3	0	0
ZNF333	302	2
ADGRE2	2	1
OR7C1	0	0
OR7A5	0	0
OR7A10	0	0
OR7A17	0	0
OR7C2	0	0
SLC1A6	0	0
CCDC105	0	0
CASP14	0	0
OR1I1	0	0
SYDE1	3725	4
ILVBL	2300	4
NOTCH3	24	1
MIR6795	0	0
EPHX3	0	0
BRD4	2834	4
AKAP8	1362	3
AKAP8L	1419	3
WIZ	2013	3
MIR1470	0	0
RASAL3	0	0
PGLYRP2	0	0
CYP4F22	0	0
CYP4F8	0	0
CYP4F3	0	0
CYP4F12	0	0
OR10H2	0	0
OR10H3	0	0
CYP4F24P	0	0
OR10H5	0	0
OR10H1	0	0
UCA1	0	0
LOC102724279	0	0
CYP4F2	0	0
CYP4F11	0	0
OR10H4	0	0
LINC00661	0	0
LINC00905	0	0
TPM4	91264	4
RAB8A	3057	4
HSH2D	45	2
CIB3	0	0
FAM32A	3430	4
AP1M1	3671	4
KLF2	627	3
EPS15L1	846	3
CALR3	0	0
C19orf44	175	2
CHERP	1415	3
SLC35E1	2683	4
MED26	429	2
SMIM7	1700	3
TMEM38A	4	1
NWD1	0	0
SIN3B	1645	3
F2RL3	0	0
CPAMD8	0	0
HAUS8	1027	3
MYO9B	8652	4
USE1	335	2
OCEL1	163	2
NR2F6	2227	4
USHBP1	0	0
BABAM1	1963	3
ANKLE1	10	1
ABHD8	183	2
MRPL34	907	3
DDA1	2777	4
ANO8	430	2
GTPBP3	599	2
PLVAP	0	0
BST2	8675	4
MVB12A	817	3
BISPR	112	2
TMEM221	0	0
NXNL1	0	0
SLC27A1	438	2
PGLS	1713	3
FAM129C	0	0
COLGALT1	10312	4
UNC13A	0	0
MAP1S	1642	3
FCHO1	0	0
B3GNT3	0	0
INSL3	0	0
JAK3	0	0
RPL18A	17769	4
SNORA68	13	1
SLC5A5	0	0
CCDC124	2347	4
KCNN1	3	1
ARRDC2	514	2
IL12RB1	26	1
MAST3	153	2
PIK3R2	2850	4
IFI30	780	3
MPV17L2	616	3
RAB3A	22	1
PDE4C	0	0
LOC729966	0	0
KIAA1683	16	1
JUND	2850	4
MIR3188	0	0
LSM4	4115	4
PGPEP1	566	2
GDF15	270	2
MIR3189	1	1
LRRC25	0	0
SSBP4	1658	3
ISYNA1	10	1
ELL	932	3
FKBP8	8531	4
KXD1	3277	4
UBA52	11764	4
C19orf60	889	3
CRLF1	8	1
TMEM59L	0	0
KLHL26	0	0
CRTC1	239	2
COMP	0	0
UPF1	5823	4
GDF1	0	0
CERS1	0	0
COPE	5537	4
DDX49	1777	3
HOMER3	3539	4
SUGP2	3007	4
ARMC6	2146	4
SLC25A42	195	2
TMEM161A	648	3
MEF2B	3	1
MEF2BNB-MEF2B	0	0
MEF2BNB	224	2
RFXANK	581	2
NR2C2AP	626	3
NCAN	0	0
HAPLN4	0	0
TM6SF2	0	0
SUGP1	1021	3
MAU2	1511	3
GATAD2A	3396	4
MIR640	0	0
TSSK6	33	2
NDUFA13	3540	4
YJEFN3	43	2
CILP2	8	1
PBX4	28	1
LPAR2	63	2
GMIP	334	2
ATP13A1	2355	4
ZNF101	298	2
ZNF14	24	1
LINC00663	12	1
ZNF506	4	1
ZNF253	10	1
ZNF93	121	2
ZNF682	0	0
ZNF90	0	0
ZNF486	116	2
ZNF826P	0	0
MIR1270	0	0
ZNF737	0	0
ZNF626	0	0
ZNF85	217	2
ZNF430	316	2
ZNF714	344	2
ZNF431	199	2
ZNF708	173	2
ZNF738	148	2
ZNF493	65	2
LINC00664	0	0
ZNF429	0	0
ZNF100	122	2
LOC641367	2	1
ZNF43	2	1
ZNF208	0	0
ZNF257	0	0
ZNF676	0	0
ZNF729	0	0
ZNF98	0	0
LOC101929124	0	0
LINC01233	0	0
GOLGA2P9	0	0
LOC100996349	0	0
ZNF492	0	0
ZNF99	0	0
ZNF728	0	0
LOC101929164	0	0
LOC101929144	0	0
ZNF730	2	1
ZNF724P	2	1
IPO5P1	12	1
ZNF91	161	2
LINC01224	0	0
ZNF675	228	2
ZNF681	0	0
RPSAP58	436	2
ZNF726	8	1
ZNF254	313	2
HAVCR1P1	0	0
LINC00662	52	2
LOC101927151	133	2
LOC100420587	0	0
LINC00906	0	0
LOC102724958	0	0
LINC01532	0	0
UQCRFS1	2627	4
LOC284395	0	0
VSTM2B	0	0
POP4	1545	3
PLEKHF1	172	2
C19orf12	1116	3
CCNE1	192	2
URI1	2155	4
ZNF536	0	0
TSHZ3	949	3
THEG5	0	0
LINC01533	0	0
LOC101927411	0	0
ZNF507	1019	3
LOC400684	49	2
DPY19L3	1323	3
PDCD5	3762	4
ANKRD27	1292	3
RGS9BP	4	1
NUDT19	185	2
TDRD12	0	0
SLC7A9	2	1
CEP89	1220	3
FAAP24	347	2
RHPN2	249	2
GPATCH1	450	2
WDR88	15	1
LRP3	35	2
SLC7A10	0	0
CEBPA	0	0
CEBPA-AS1	0	0
CEBPG	1207	3
PEPD	1546	3
CHST8	0	0
KCTD15	456	2
LSM14A	3463	4
KIAA0355	956	3
GPI	3639	4
PDCD2L	180	2
UBA2	6453	4
WTIP	1264	3
SCGB1B2P	14	1
SCGB2B2	0	0
SCGB2B3P	0	0
ZNF302	805	3
ZNF181	210	2
ZNF599	20	1
LOC400685	0	0
LINC00904	0	0
ZNF30-AS1	0	0
ZNF30	28	1
ZNF792	90	2
GRAMD1A	869	3
SCN1B	163	2
HPN	0	0
HPN-AS1	0	0
FXYD3	0	0
MIR6887	0	0
LGI4	0	0
FXYD1	2	1
FXYD7	6	1
FXYD5	5853	4
FAM187B	0	0
LSR	128	2
USF2	2180	4
HAMP	0	0
MAG	0	0
CD22	6	1
MIR5196	0	0
FFAR1	0	0
FFAR3	0	0
LINC01531	0	0
FFAR2	0	0
KRTDAP	0	0
DMKN	28	1
SBSN	234	2
GAPDHS	90	2
TMEM147-AS1	58	2
TMEM147	1748	3
ATP4A	2	1
LOC102723617	0	0
HAUS5	850	3
RBM42	3175	4
ETV2	8	1
COX6B1	2878	4
UPK1A	0	0
UPK1A-AS1	0	0
ZBTB32	12	1
KMT2B	1675	3
IGFLR1	138	2
U2AF1L4	206	2
PSENEN	1521	3
LIN37	297	2
HSPB6	1022	3
PROSER3	413	2
ARHGAP33	318	2
LINC01529	1	1
PRODH2	0	0
NPHS1	0	0
KIRREL2	0	0
APLP1	274	2
NFKBID	104	2
HCST	6	1
TYROBP	0	0
LRFN3	469	2
SDHAF1	216	2
SYNE4	5	1
ALKBH6	432	2
LOC101927572	3	1
CLIP3	924	3
THAP8	152	2
WDR62	1271	3
OVOL3	0	0
POLR2I	704	3
TBCB	3231	4
CAPNS1	12799	4
COX7A1	552	2
ZNF565	110	2
ZNF146	3220	4
LOC100134317	0	0
LINC00665	7	1
ZFP14	32	1
ZFP82	58	2
LOC644189	0	0
ZNF566	124	2
LOC728752	1	1
ZNF260	630	3
ZNF529	188	2
ZNF529-AS1	60	2
ZNF382	31	1
ZNF461	66	2
LINC01534	10	1
ZNF567	243	2
ZNF850	102	2
LOC728485	0	0
ZNF790-AS1	2	1
ZNF790	60	2
ZNF345	38	2
ZNF829	74	2
ZNF568	65	2
ZNF420	93	2
ZNF585A	109	2
ZNF585B	247	2
ZNF383	112	2
LINC01535	0	0
LOC284412	0	0
HKR1	254	2
